asin,price,recorded_at,scraped_at,old_price
B0DN63DWPR,109.99,2025-02-02 19:46:35.533708,2025-02-02 19:46:35.533708,109.99
B0DN63DWPR,109.99,2025-02-02 19:46:39.794032,2025-02-02 19:46:39.794032,109.99
B0DNJG1R28,89.99,2025-02-03 13:16:53.905025,2025-02-03 13:16:53.905025,89.99
B0DNJG1R28,89.99,2025-02-03 13:16:57.034052,2025-02-03 13:16:57.034052,89.99
B0DNJG1R28,89.99,2025-02-03 13:16:58.984242,2025-02-03 13:16:58.984242,89.99
B0DNJG1R28,89.99,2025-02-03 13:17:02.340539,2025-02-03 13:17:02.340539,89.99
B0DNJXQWC6,79.0,2025-02-02 19:43:30.740086,2025-02-02 19:43:30.740086,79.0
B0DNJXQWC6,79.0,2025-02-02 19:43:38.212895,2025-02-02 19:43:38.212895,79.0
B0DNJXQWC6,79.0,2025-02-02 19:46:33.987172,2025-02-02 19:46:33.987172,79.0
B0DNJXQWC6,79.0,2025-02-02 19:46:38.174981,2025-02-02 19:46:38.174981,79.0
B0DNK11FDX,79.99,2025-02-02 19:46:35.804250,2025-02-02 19:46:35.804250,79.99
B0DNK11FDX,79.99,2025-02-02 19:46:39.932758,2025-02-02 19:46:39.932758,79.99
B0DNK1SKPT,79.0,2025-02-02 19:46:39.554562,2025-02-02 19:46:39.554562,79.0
B0DNQ724LL,49.99,2025-02-03 13:16:56.638046,2025-02-03 13:16:56.638046,49.99
B0DNQ724LL,49.99,2025-02-03 13:17:01.814437,2025-02-03 13:17:01.814437,49.99
B0DNQFP7BF,129.99,2025-02-03 13:16:57.227884,2025-02-03 13:16:57.227884,129.99
B0DNQFP7BF,129.99,2025-02-03 13:17:02.537657,2025-02-03 13:17:02.537657,129.99
B0DNQHG4L4,289.99,2025-02-03 13:16:57.166226,2025-02-03 13:16:57.166226,289.99
B0DNQHG4L4,289.99,2025-02-03 13:17:02.476241,2025-02-03 13:17:02.476241,289.99
B0DNWSGYH5,65.99,2025-02-03 13:16:21.294877,2025-02-03 13:16:21.294877,65.99
B0DNYQMD8X,139.89,2025-02-02 19:43:27.751807,2025-02-02 19:43:27.751807,139.89
B0DNYQMD8X,139.89,2025-02-02 19:43:35.338060,2025-02-02 19:43:35.338060,139.89
B0DNYQMD8X,139.89,2025-02-02 19:46:33.814935,2025-02-02 19:46:33.814935,139.89
B0DNYQMD8X,139.89,2025-02-02 19:46:37.957957,2025-02-02 19:46:37.957957,139.89
B0DP228W92,219.99,2025-02-02 19:47:59.909835,2025-02-02 19:47:59.909835,219.99
B0DP4R9YLH,39.99,2025-02-03 13:16:16.908738,2025-02-03 13:16:16.908738,39.99
B0DP4R9YLH,39.99,2025-02-03 13:16:18.623974,2025-02-03 13:16:18.623974,39.99
B0DP63NTHB,289.99,2025-02-03 13:17:02.794008,2025-02-03 13:17:02.794008,289.99
B0DP6V8F5G,52.98,2025-02-02 19:43:26.388705,2025-02-02 19:43:26.388705,52.98
B0DP6V8F5G,52.98,2025-02-02 19:43:33.796760,2025-02-02 19:43:33.796760,52.98
B0DP6V8F5G,52.98,2025-02-02 19:46:33.101429,2025-02-02 19:46:33.101429,52.98
B0DP6V8F5G,52.98,2025-02-02 19:46:37.202266,2025-02-02 19:46:37.202266,52.98
B0DP7WGS4S,22.99,2025-02-03 13:16:19.739650,2025-02-03 13:16:19.739650,22.99
B0DP91MNLB,119.99,2025-02-03 13:16:18.172858,2025-02-03 13:16:18.172858,119.99
B0DP9N15P3,135.99,2025-02-03 13:16:55.454861,2025-02-03 13:16:55.454861,135.99
B0DP9N15P3,135.99,2025-02-03 13:17:00.503446,2025-02-03 13:17:00.503446,135.99
B0DP9PW8ZN,76.0,2025-02-02 19:46:35.846570,2025-02-02 19:46:35.846570,76.0
B0DP9PW8ZN,76.0,2025-02-02 19:46:39.975529,2025-02-02 19:46:39.975529,76.0
B0DPCQMS9B,89.99,2025-02-02 19:43:30.468767,2025-02-02 19:43:30.468767,89.99
B0DPCQMS9B,89.99,2025-02-02 19:43:38.012397,2025-02-02 19:43:38.012397,89.99
B0DPCQMS9B,89.99,2025-02-02 19:46:35.194496,2025-02-02 19:46:35.194496,89.99
B0DPCQMS9B,89.99,2025-02-02 19:46:39.363941,2025-02-02 19:46:39.363941,89.99
B0DPCQVC5F,103.99,2025-02-02 19:43:26.575647,2025-02-02 19:43:26.575647,103.99
B0DPCQVC5F,103.99,2025-02-02 19:43:34.017808,2025-02-02 19:43:34.017808,103.99
B0DPG4XPP4,159.0,2025-02-02 19:43:28.700292,2025-02-02 19:43:28.700292,159.0
B0DPG4XPP4,159.0,2025-02-02 19:43:36.106924,2025-02-02 19:43:36.106924,159.0
B0DPG4XPP4,159.0,2025-02-02 19:46:34.271789,2025-02-02 19:46:34.271789,159.0
B0DPG4XPP4,159.0,2025-02-02 19:46:38.354072,2025-02-02 19:46:38.354072,159.0
B0DPHQZKQC,339.99,2025-02-03 13:16:57.355090,2025-02-03 13:16:57.355090,339.99
B0DPHQZKQC,339.99,2025-02-03 13:17:02.664406,2025-02-03 13:17:02.664406,339.99
B0DPKQD2K7,109.99,2025-02-02 19:43:28.131370,2025-02-02 19:43:28.131370,109.99
B0DPKQD2K7,109.99,2025-02-02 19:43:35.624862,2025-02-02 19:43:35.624862,109.99
B0DPKQD2K7,109.99,2025-02-02 19:46:33.186059,2025-02-02 19:46:33.186059,109.99
B0DPKQD2K7,109.99,2025-02-02 19:46:37.292626,2025-02-02 19:46:37.292626,109.99
B0DPQ7TH7G,549.9,2025-02-03 13:16:57.415330,2025-02-03 13:16:57.415330,549.9
B0DPQ7TH7G,549.9,2025-02-03 13:17:02.729871,2025-02-03 13:17:02.729871,549.9
B0DPX91VHZ,100.9,2025-02-03 13:16:19.675455,2025-02-03 13:16:19.675455,100.9
B0DPXPC5BN,99.99,2025-02-02 19:47:59.546018,2025-02-02 19:47:59.546018,99.99
B0DPZ5VGB3,499.99,2025-02-02 19:46:35.603719,2025-02-02 19:46:35.603719,499.99
B0DPZ5VGB3,499.99,2025-02-02 19:46:39.840924,2025-02-02 19:46:39.840924,499.99
B0DPZSTGXL,559.96,2025-02-02 19:47:20.432697,2025-02-02 19:47:20.432697,559.96
B0DPZSTGXL,559.96,2025-02-02 19:47:23.980262,2025-02-02 19:47:23.980262,559.96
B0DPZSTGXL,559.96,2025-02-02 21:14:12.534276,2025-02-02 21:14:12.534276,559.96
B0DPZSTGXL,559.96,2025-02-02 21:14:16.035502,2025-02-02 21:14:16.035502,559.96
B0DQ7V3DFN,29.99,2025-02-03 13:16:21.037582,2025-02-03 13:16:21.037582,29.99
B0DQ7ZKWHD,299.9,2025-02-02 19:43:30.310615,2025-02-02 19:43:30.310615,299.9
B0DQ7ZKWHD,299.9,2025-02-02 19:43:37.895623,2025-02-02 19:43:37.895623,299.9
B0DQ7ZKWHD,299.9,2025-02-02 19:46:35.148368,2025-02-02 19:46:35.148368,299.9
B0DQ7ZKWHD,299.9,2025-02-02 19:46:39.319619,2025-02-02 19:46:39.319619,299.9
B0DQ8258Q4,29.99,2025-02-03 13:16:19.158161,2025-02-03 13:16:19.158161,29.99
B0DQ8P8GYL,39.99,2025-02-03 13:16:17.096346,2025-02-03 13:16:17.096346,39.99
B0DQCZK26F,89.99,2025-02-03 13:16:20.845013,2025-02-03 13:16:20.845013,89.99
B0DQTPKWK4,159.99,2025-02-03 13:16:20.973142,2025-02-03 13:16:20.973142,159.99
B0DQVB5CTJ,239.0,2025-02-02 19:47:18.859079,2025-02-02 19:47:18.859079,239.0
B0DQVB5CTJ,239.0,2025-02-02 19:47:22.276213,2025-02-02 19:47:22.276213,239.0
B0DQVB5CTJ,239.0,2025-02-02 21:14:10.778916,2025-02-02 21:14:10.778916,239.0
B0DQVB5CTJ,239.0,2025-02-02 21:14:14.110578,2025-02-02 21:14:14.110578,239.0
B0DQXZ457Z,89.99,2025-02-02 19:46:35.890359,2025-02-02 19:46:35.890359,89.99
B0DQXZ457Z,89.99,2025-02-02 19:46:40.020850,2025-02-02 19:46:40.020850,89.99
B0DQY1C84Q,99.99,2025-02-02 19:46:35.759893,2025-02-02 19:46:35.759893,99.99
B0DQY1C84Q,99.99,2025-02-02 19:46:39.888260,2025-02-02 19:46:39.888260,99.99
B0DR1BBHX9,99.99,2025-02-03 13:17:01.552016,2025-02-03 13:17:01.552016,99.99
B0DR8X2Y1Z,99.99,2025-02-02 19:43:25.135161,2025-02-02 19:43:25.135161,99.99
B0DR8X2Y1Z,99.99,2025-02-02 19:43:32.310018,2025-02-02 19:43:32.310018,99.99
B0DR8X2Y1Z,99.99,2025-02-02 19:46:32.432998,2025-02-02 19:46:32.432998,99.99
B0DR8X2Y1Z,99.99,2025-02-02 19:46:35.428120,2025-02-02 19:46:35.428120,99.99
B0DR8X2Y1Z,99.99,2025-02-02 19:46:36.521792,2025-02-02 19:46:36.521792,99.99
B0DR8X2Y1Z,99.99,2025-02-02 19:46:39.598958,2025-02-02 19:46:39.598958,99.99
B0DRG3VBCH,409.99,2025-02-03 13:16:57.100648,2025-02-03 13:16:57.100648,409.99
B0DRG3VBCH,409.99,2025-02-03 13:17:02.411958,2025-02-03 13:17:02.411958,409.99
B0DRJMXYT9,99.99,2025-02-03 13:16:20.003163,2025-02-03 13:16:20.003163,99.99
B0DRXGQ8JB,89.99,2025-02-03 13:16:21.102982,2025-02-03 13:16:21.102982,89.99
B0DS27D77L,89.99,2025-02-03 13:16:20.907619,2025-02-03 13:16:20.907619,89.99
B0DS5X6KVG,59.99,2025-02-03 13:16:21.232377,2025-02-03 13:16:21.232377,59.99
B0DSZTYFK5,19.99,2025-02-03 13:16:17.161809,2025-02-03 13:16:17.161809,19.99
B0DSZX12SL,89.99,2025-02-03 13:16:57.290184,2025-02-03 13:16:57.290184,89.99
B0DSZX12SL,89.99,2025-02-03 13:17:02.599768,2025-02-03 13:17:02.599768,89.99
B0DT32ZW13,18.99,2025-02-03 13:16:17.982059,2025-02-03 13:16:17.982059,18.99
B0DT3CMRP3,19.99,2025-02-03 13:16:21.171282,2025-02-03 13:16:21.171282,19.99
B0DT3ZJP67,19.99,2025-02-03 13:16:17.796852,2025-02-03 13:16:17.796852,19.99
